kategoria;narocnost;otazka;odpoved
Ríša zvierat;3;Ktoré zviera sa považuje za najinteligentnejšie na svete?;Delfín  
Ríša zvierat;3;Aké zviera je známe svojím pestrým sfarbením?;Krajta  
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou plávať na dlhé vzdialenosti?;Vták  
Ríša zvierat;3;Ktoré zviera prekonáva najdlhšiu migráciu?;Tuleň  
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou skryť sa v piesku?;Chameleón  
Ríša zvierat;3;Aké zviera je známe svojím tkaním sietí?;Spidermonkey  
Ríša zvierat;3;Ktoré zviera je známe svojím dlhým ťahom za potravou?;Orol  
Ríša zvierat;3;Ktoré zviera prežije v ľadových podmienkach?;Tulene  
Ríša zvierat;3;Aké zviera je známe svojím špecifickým správaním pri nábore partnera?;Páv  
Ríša zvierat;3;Ktoré zviera je známe svojou špecifickou mechanikou chôdze?;Korytnačka  
Ríša zvierat;3;Aké zviera je známe svojou schopnosťou orientovať sa v tme?;Netopier  
Ríša zvierat;3;Ktoré zviera je známe svojím rozšírením po celom svete?;Krysa  
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou prežiť vo výškach?;Vták  
Ríša zvierat;3;Aké zviera je známe svojím spevom pri východe slnka?;Slávik  
Ríša zvierat;3;Ktoré zviera je známe svojím jedinečným spôsobom lovu?;Hroch  
Ríša zvierat;3;Ktoré zviera je známe svojím mimoriadnym sluchom?;Sovy  
Ríša zvierat;3;Aké zviera je známe svojou schopnosťou prežiť v púšti?;Kameň  
Ríša zvierat;3;Ktoré zviera je známe svojím špecifickým správaním pri migrácii?;Rys  
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou prežiť v arktických podmienkach?;Nork  
Ríša zvierat;3;Ktoré zviera je známe svojím veľmi silným čelusťom?;Krokodíl  
Ríša zvierat;3;Aké zviera je najväčším predátorom v mori?;Žralok  
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou plávať v ľadovej vode?;Polárny medveď  
Ríša zvierat;3;Ktoré zviera je známe svojím dlhým letom?;Orol  
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou prežiť v hlbokom mori?;Rybka  
Ríša zvierat;3;Aké zviera je známe svojím rozkošným správaním?;Koala  
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou orientovať sa pomocou magnetických polí?;Holub  
Ríša zvierat;3;Ktoré zviera je známe svojou silou a výdržou pri ťahaní?;Bizon  
Ríša zvierat;3;Aké zviera je známe svojou schopnosťou skákať do výšky?;Skokan  
Ríša zvierat;3;Ktoré zviera je známe svojím špecifickým správaním?;Hlava  
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou prežiť s minimom potravy?;Zebry  
Ríša zvierat;3;Aké zviera je známe svojou agresivitou vo vojne?;Lev  
Ríša zvierat;3;Ktoré zviera je známe svojím spevom počas párenia?;Kanárik  
Ríša zvierat;3;Ktoré zviera je známe svojím dlhým jazykom?;Jazvec  
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou plávať v riekach?;Losos  
Ríša zvierat;3;Ktoré zviera je známe svojím jedinečným spôsobom skrytia?;Chameleón  
Ríša zvierat;3;Ktoré zviera je známe svojím spevom v noci?;Sova  
Ríša zvierat;3;Ktoré zviera je známe svojím tkaním sietí na lov?;Spidermonkey  
Ríša zvierat;3;Ktoré zviera je známe svojím výnimočným tancom pri párení?;Páv  
Ríša zvierat;3;Aké zviera je známe svojou schopnosťou prežiť v horúčavách?;Kameň
Ríša zvierat;3;Aké zviera má najväčšiu migráciu na svete?;Pštros
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou echolokácie?;Delfín
Ríša zvierat;3;Aké zviera sa považuje za najinteligentnejšie hmyz?;Včela
Ríša zvierat;3;Ktoré zviera dokáže prežiť v extrémnych podmienkach púšte?;Púštny ježko
Ríša zvierat;3;Ktoré zviera má najdlhší život na Zemi?;Tučniak
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou plávať v mori?;Chobotnica
Ríša zvierat;3;Aké zviera je najväčším predátorom na pevnine?;Grizzly
Ríša zvierat;3;Ktoré zviera má najdlhší krk?;Žirafa
Ríša zvierat;3;Ktoré zviera je známe svojím mimoriadne silným čelusťom?;Hroch
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou prežiť v hlbokom mori?;Biely žralok
Ríša zvierat;3;Aké zviera je známe svojou schopnosťou skryť sa medzi listami?;Chameleón
Ríša zvierat;3;Ktoré zviera je najrýchlejším plazom?;Krajta
Ríša zvierat;3;Aké zviera sa považuje za najstaršie na svete?;Žralok
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou prežiť bez jedla dlhú dobu?;Korytnačka
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou loviť v noci?;Sova
Ríša zvierat;3;Aké zviera má najväčšiu silu v pomere k svojej veľkosti?;Mravec
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou prežiť v arktických podmienkach?;Tulene
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou skákať do výšky?;Kangúr
Ríša zvierat;3;Aké zviera je považované za symbol múdrosti?;Sova
Ríša zvierat;3;Ktoré zviera je známe svojím pestrým sfarbením?;Papagáj
Ríša zvierat;3;Ktoré zviera je známe svojím vynikajúcim sluchom?;Netopier
Ríša zvierat;3;Aké zviera je najväčším cicavcom na svete?;Modrý veľryb
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou zmeniť farbu?;Chameleón
Ríša zvierat;3;Ktoré zviera je známe svojou agresivitou vo vojne?;Rys
Ríša zvierat;3;Aké zviera je známe svojím tkaním sietí?;Pavúk
Ríša zvierat;3;Ktoré zviera je známe svojím vynikajúcim zrakom?;Orol
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou skryť sa vo vode?;Korytnačka
Ríša zvierat;3;Aké zviera je známe svojím hlasným volaním?;Lemur
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou prežiť v piesku?;Púštny krtko
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou loviť vo dne aj v noci?;Kočka
Ríša zvierat;3;Ktoré zviera je známe svojím pestrým sfarbením v prírode?;Tropická ryba
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou plávať v riekach?;Losos
Ríša zvierat;3;Aké zviera je známe svojou schopnosťou prežiť v extrémne nízkych teplotách?;Tučniak
Ríša zvierat;3;Ktoré zviera je najväčším suchozemským predátorom?;Leopard
Ríša zvierat;3;Ktoré zviera je známe svojím tkaním sietí na lov?;Pavúk
Ríša zvierat;3;Ktoré zviera sa považuje za symbol Škótska?;Jednorožec
Ríša zvierat;3;Aké zviera je známe svojou schopnosťou skryť sa v tme?;Sova
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou orientovať sa pomocou echolokácie?;Netopier
Ríša zvierat;3;Ktoré zviera je známe svojím pestrým sfarbením?;Korálovec
Ríša zvierat;3;Ktoré zviera má najdlhšie migračné trasy?;Hus
Ríša zvierat;3;Ktoré zviera je známe svojou schopnosťou prežiť s minimom potravy?;Cicavec
