kategoria;narocnost;otazka;odpoved
Náboženstvo;3;Kto napísal "Knihu mŕtvych" v Egyptskom náboženstve?;Anubis  
Náboženstvo;3;Kto je patrónom umelcov v hinduizme?;Saraswati  
Náboženstvo;3;Aký je názov sviatku, ktorý oslavuje zber úrody v Indii?;Pongal  
Náboženstvo;3;Kto je zakladateľom hnutia Hare Krišna?;Prabhupáda  
Náboženstvo;3;Ktorý deň sa považuje za svätý v hinduizme?;Diwali  
Náboženstvo;3;Kto je bohom vojny v severskej mytológii?;Týr  
Náboženstvo;3;Aký je názov posvätnej knihy v taoizme?;Tao Te ťing  
Náboženstvo;3;Kto je bohom lásky v hinduizme?;Káma  
Náboženstvo;3;Aký je názov sviatku, ktorý oslavuje koniec ramadánu?;Eid  
Náboženstvo;3;Kto je bohom múdrosti v gréckej mytológii?;Athéna  
Náboženstvo;3;Kto je zakladateľom judaizmu?;Abrahám  
Náboženstvo;3;Aký je názov posvätnej knihy sikhizmu?;Guru Granth  
Náboženstvo;3;Kto je bohom vojny v hinduizme?;Krišna  
Náboženstvo;3;Kto je bohom lásky v azteckej mytológii?;Xochiquetzal  
Náboženstvo;3;Aký je názov sviatku, ktorý oslavuje príchod Ducha Svätého?;Letnice  
Náboženstvo;3;Kto je považovaný za prvého rímskeho pápeža?;Peter  
Náboženstvo;3;Ktorý náboženský text obsahuje učenia Budhu?;Tripitaka  
Náboženstvo;3;Kto je zakladateľom Bahá'í?;Bahá'u'lláh  
Náboženstvo;3;Aký je názov sviatku, ktorý oslavuje príchod jari v judaizme?;Pesach  
Náboženstvo;3;Kto je bohom smrti v hinduizme?;Yama  
Náboženstvo;3;Aký je názov sviatku, ktorý oslavuje víťazstvo dobra nad zlom?;Dussehra  
Náboženstvo;3;Kto je bohom múdrosti v azteckej mytológii?;Tezcatlipoca  
Náboženstvo;3;Ktorý sviatok oslavujú kresťania na Pamiatku všetkých svätých?;Dušičky  
Náboženstvo;3;Kto je považovaný za zakladateľa sikhizmu?;Nanak  
Náboženstvo;3;Aký je názov sviatku, ktorý oslavuje koniec ramadánu?;Eid al-Fitr  
Náboženstvo;3;Kto je bohom plodnosti v hinduizme?;Parvati  
Náboženstvo;3;Aký je názov sviatku, ktorý oslavuje náboženský pôst v islame?;Ramadán  
Náboženstvo;3;Kto je bohom obchodu v hinduizme?;Ganesha  
Náboženstvo;3;Ktorý deň je zasvätený v katolicizme?;Nedeľa  
Náboženstvo;3;Aký je názov sviatku, ktorý oslavuje lásku a vzájomnosť?;Valentín  
Náboženstvo;3;Kto je bohom slnka v majskej mytológii?;Kinich Ahau  
Náboženstvo;3;Kto je považovaný za proroka v islame?;Muhammad  
Náboženstvo;3;Aký je názov modlitby, ktorú recitujú moslimovia?;Salah  
Náboženstvo;3;Kto je bohom vojny v egyptskom náboženstve?;Horus  
Náboženstvo;3;Kto je považovaný za matku Ježiša?;Mária
Náboženstvo;3;Aký je názov najposvätnejšej knihy islamu?;Korán  
Náboženstvo;3;Kto je považovaný za zakladateľa hinduizmu?;Maharishi  
Náboženstvo;3;Kto je bohom múdrosti v severskej mytológii?;Ódin  
Náboženstvo;3;Ktorá kniha je základom židovskej viery?;Tóra  
Náboženstvo;3;Aký je názov svätého textu v budhizme?;Tripitaka  
Náboženstvo;3;Kto je autorom "Knihy mŕtvych" v hinduizme?;Múdry  
Náboženstvo;3;Kto je bohom vojny v hinduizme?;Kálí  
Náboženstvo;3;Kto je považovaný za zakladateľa protestantizmu?;Luther  
Náboženstvo;3;Aký je názov hlavného chrámu v Jeruzaleme?;Svätý  
Náboženstvo;3;Kto je bohom plodnosti v gréckej mytológii?;Demetra  
Náboženstvo;3;Kto je považovaný za zakladateľa taoizmu?;Lao-c'  
Náboženstvo;3;Aký je názov modlitby, ktorú recitujú moslimovia?;Salah  
Náboženstvo;3;Kto je bohom smrti v hinduizme?;Šiva  
Náboženstvo;3;Ktorý sviatok oslavujú Židia na jeseň?;Sukot  
Náboženstvo;3;Aký je názov sviatku, ktorý oslavuje koniec ramadánu?;Eid  
Náboženstvo;3;Kto je bohom vojny v rímskej mytológii?;Mars  
Náboženstvo;3;Aký je názov najstaršej známej civilizácie?;Sumerská  
Náboženstvo;3;Kto je bohom ticha v gréckej mytológii?;Hades  
Náboženstvo;3;Aký je názov posvätnej knihy zoroastriánstva?;Avesta  
Náboženstvo;3;Kto je bohom múdrosti v hinduizme?;Sarasvatí  
Náboženstvo;3;Aký je názov sviatku, ktorý oslavuje narodenie Budhu?;Vesak  
Náboženstvo;3;Kto je považovaný za posledného proroka v judaizme?;Eliáš  
Náboženstvo;3;Aký je názov sviatku, ktorý oslavuje príchod jari v hinduizme?;Holi  
Náboženstvo;3;Kto je autorom "Bhagavad Gíty"?;Krišna  
Náboženstvo;3;Kto je hlavným bohom gréckej mytológie?;Zeus  
Náboženstvo;3;Aký je názov sviatku, ktorý oslavuje pamiatku zosnulých?;Día de los Muertos  
Náboženstvo;3;Kto je považovaný za zakladateľa Bahá'í?;Bahá'u'lláh  
Náboženstvo;3;Kto je bohom obchodu v hinduizme?;Ganesha  
Náboženstvo;3;Aký je názov sviatku, ktorý oslavuje zber úrody v Indii?;Pongal  
Náboženstvo;3;Kto je považovaný za zakladateľa islamu?;Muhammad  
Náboženstvo;3;Aký je názov modlitby pred jedlom v judaizme?;Hamotzi  
Náboženstvo;3;Kto je bohom múdrosti v severskej mytológii?;Ódin  
Náboženstvo;3;Aký je názov sviatku, ktorý oslavuje príchod nového roka v judaizme?;Rosh Hashaná  
Náboženstvo;3;Ktorý sviatok oslavujú kresťania na Božie narodenie?;Vianoce  
Náboženstvo;3;Kto je bohom smrti v gréckej mytológii?;Thanatos  
Náboženstvo;3;Aký je názov sviatku, ktorý oslavuje príchod jari v katolicizme?;Veľká noc  
Náboženstvo;3;Kto je považovaný za zakladateľa buddhizmu?;Siddhárta  
Náboženstvo;3;Aký je názov svätého textu v sikhizme?;Guru Granth  
Náboženstvo;3;Kto je bohom lásky v rímskej mytológii?;Venus  
Náboženstvo;3;Ktorý sviatok oslavujú kresťania na Pamiatku všetkých svätých?;Halloween  
Náboženstvo;3;Kto je bohom hromu v gréckej mytológii?;Zeus  
Náboženstvo;3;Aký je názov sviatku, ktorý oslavuje pôst v katolicizme?;Veľký pôst  
Náboženstvo;3;Kto je zakladateľom rehole dominikánov?;Dominik  
Náboženstvo;3;Kto je bohom vojny v hinduizme?;Kálí  
Náboženstvo;3;Ktorý deň je zasvätený v judaizme?;Sabat  
Náboženstvo;3;Aký je názov sviatku, ktorý oslavuje narodenie Budhu?;Vesak
